"file","owner","hardcodedColor","rawControls","inlineStyles","missingAlt","libraries"
"src/components/residences/public-residence-card.tsx","residences","11","0","0","0","@/components/ui/badge"
"src/components/residences/public-residence-header.tsx","residences","0","0","0","0","@/components/ui/app-logo ; @/components/ui/button"
"src/components/residences/public-residence-search.tsx","residences","3","0","0","0","@/components/ui/button ; @/components/ui/field ; @/components/ui/input"
"src/components/residences/residence-booking-card.tsx","residences","9","0","0","0","@/components/kokonutui/team-selector ; @/components/motion/stateful-button ; @/components/ui/alert ; @/components/ui/field ; @/components/ui/radio-group"
"src/components/residences/residence-date-range-picker.tsx","residences","0","0","0","0","@/components/ui/button ; @/components/ui/calendar ; @/components/ui/popover"
"src/components/residences/residence-form.tsx","residences","7","2","0","0","@/components/ui/alert ; @/components/ui/button ; @/components/ui/card ; @/components/ui/input ; @/components/ui/label ; @/components/ui/textarea"
"src/components/residences/residence-location-picker.tsx","residences","0","0","0","0","@/components/ui/button ; @/components/ui/input ; @/components/ui/label"
"src/components/residences/residence-onboarding-wizard.tsx","residences","37","2","0","0","@/components/ui/alert ; @/components/ui/button ; @/components/ui/input ; @/components/ui/label ; @/components/ui/textarea"
"src/components/residences/residence-publication-controls.tsx","residences","0","0","0","0","@/components/ui/alert-dialog ; @/components/ui/button"
"src/components/restaurateur/pay-commission-debt.tsx","commissions","0","0","0","0","@/components/ui/button ; @/components/ui/input ; @/components/ui/label"
"src/components/restaurateur/restaurateur-subscription-button.tsx","subscriptions / quotas","0","0","0","0","@/components/ui/button ; @/components/ui/dialog"
"src/components/restaurateur/resume-subscription-payment.tsx","subscriptions / quotas","0","0","0","0","@/components/ui/button"
"src/components/shared/avatar-fallback.tsx","shared","0","0","0","0","@/components/ui/avatar"
"src/components/shared/logout-confirmation-dialog.tsx","shared","0","0","0","0","@/components/ui/alert-dialog"
"src/components/ui/alert-dialog.tsx","shared","0","0","0","0","@/components/ui/button"
"src/components/ui/alert.tsx","shared","0","0","0","0",""
"src/components/ui/app-logo.tsx","shared","0","0","0","0",""
"src/components/ui/avatar.tsx","shared","0","0","0","0",""
"src/components/ui/badge.tsx","shared","0","0","0","0",""
"src/components/ui/button.tsx","shared","0","0","0","0",""
"src/components/ui/calendar.tsx","shared","0","0","0","0","@/components/ui/button"
"src/components/ui/card-hover-effect.tsx","shared","1","0","0","0",""
"src/components/ui/card.tsx","shared","0","0","0","0",""
"src/components/ui/checkbox.tsx","shared","0","0","0","0",""
"src/components/ui/date-picker.tsx","shared","0","0","0","0","@/components/ui/button ; @/components/ui/calendar ; @/components/ui/popover"
"src/components/ui/dialog.tsx","shared","0","0","0","0","@/components/ui/button"
"src/components/ui/dropdown-menu.tsx","menu","0","0","0","0",""
"src/components/ui/field.tsx","shared","0","0","0","0","@/components/ui/label ; @/components/ui/separator"
"src/components/ui/form.tsx","shared","0","0","0","0",""
"src/components/ui/input.tsx","shared","0","1","0","0",""
"src/components/ui/label.tsx","shared","0","0","0","0",""
"src/components/ui/map.tsx","shared","1","2","1","0","@/components/ui/map-lifecycle"
"src/components/ui/popover.tsx","shared","0","0","0","0",""
"src/components/ui/progress.tsx","shared","0","0","1","0",""
"src/components/ui/radio-group.tsx","shared","0","0","0","0",""
"src/components/ui/select.tsx","shared","0","0","0","0",""
"src/components/ui/separator.tsx","shared","0","0","0","0",""
"src/components/ui/sheet.tsx","shared","0","0","0","0","@/components/ui/button"
"src/components/ui/skeleton.tsx","shared","0","0","0","0",""
"src/components/ui/sonner.tsx","shared","0","0","1","0",""
"src/components/ui/switch.tsx","shared","0","0","0","0",""
"src/components/ui/table.tsx","shared","0","1","0","0",""
"src/components/ui/tabs.tsx","shared","0","0","0","0",""
"src/components/ui/textarea.tsx","shared","0","1","0","0",""
"src/components/ui/tooltip.tsx","shared","0","0","0","0",""
"src/modules/identity/presentation/identity-status-badge.tsx","identity","12","0","0","0","@/components/ui/badge"
"src/modules/residences/presentation/residence-publication-status.tsx","residences","5","0","0","0","@/components/ui/badge"
"src/modules/residences/presentation/residence-status-badge.tsx","residences","0","0","0","0","@/components/ui/badge"
